Album Name,Album Link
"10.5.18 | The Big Weekend | Chicago, IL",https://papadosio.bandcamp.com/album/10518-the-big-weekend-chicago-il
"9.23.18 | Resonance Music Festival | Thornville, OH",https://papadosio.bandcamp.com/album/92318-resonance-music-festival-thornville-oh-2
"9.22.18 | Resonance Music Festival | Thornville, OH",https://papadosio.bandcamp.com/album/92218-resonance-music-festival-thornville-oh
"9.21.18 | Resonance Music Festival | Thornville, OH",https://papadosio.bandcamp.com/album/92118-resonance-music-festival-thornville-oh
"9.20.18 | Resonance Music Festival | Thornville, OH",https://papadosio.bandcamp.com/album/92018-resonance-music-festival-thornville-oh
"9.15.18 | Variety Playhouse | Atlanta, GA",https://papadosio.bandcamp.com/album/91518-variety-playhouse-atlanta-ga
"9.14.18 | Variety Playhouse | Atlanta, GA",https://papadosio.bandcamp.com/album/91418-variety-playhouse-atlanta-ga
"9.2.18 | The Senate | Columbia, SC",https://papadosio.bandcamp.com/album/9218-the-senate-columbia-sc
"9.1.18 | The Blind Tiger | Greensboro, NC",https://papadosio.bandcamp.com/album/9118-the-blind-tiger-greensboro-nc
"8.30.18 | Druid City | Tuscaloosa, AL",https://papadosio.bandcamp.com/album/83018-druid-city-tuscaloosa-al
"8.31.18 | Mill and Mine | Knoxville, TN",https://papadosio.bandcamp.com/album/83118-mill-and-mine-knoxville-tn
"8.29.18 | Varsity Theatre | Baton Rouge, LA",https://papadosio.bandcamp.com/album/82918-varsity-theatre-baton-rouge-la
"8.25.18 | Trees | Dallas, TX",https://papadosio.bandcamp.com/album/82518-trees-dallas-tx
"8.24.18 | The Mohawk | Austin, TX",https://papadosio.bandcamp.com/album/82418-the-mohawk-austin-tx
"8.23.18 | Last Concert Cafe | Houston, TX",https://papadosio.bandcamp.com/album/82318-last-concert-cafe-houston-tx
"7.15.18 | Great South Bay Music Festival | Patchogue, NY",https://papadosio.bandcamp.com/album/71518-great-south-bay-music-festival-patchogue-ny
"7.14.18 | Camp Bisco | Scranton, PA",https://papadosio.bandcamp.com/album/71418-camp-bisco-scranton-pa
"6.9.18 | Music Farm | Charleston, SC",https://papadosio.bandcamp.com/album/6918-music-farm-charleston-sc
"6.8.18 | Music Farm | Charleston, SC",https://papadosio.bandcamp.com/album/6818-music-farm-charleston-sc
"6.7.18 | the Firmament | Greenville, SC",https://papadosio.bandcamp.com/album/6718-the-firmament-greenville-sc
"5.26.18 | Summercamp Music Festival | Chillicothe, IL",https://papadosio.bandcamp.com/album/52618-summercamp-music-festival-chillicothe-il
"4.28.18 | The Vogue | Indianapolis, IN",https://papadosio.bandcamp.com/album/42818-the-vogue-indianapolis-in
"4.27.18 | Mercury Ballroom | Louisville, KY",https://papadosio.bandcamp.com/album/42718-mercury-ballroom-louisville-ky
"4.26.18 | Manchester Music Hall | Lexington, KY",https://papadosio.bandcamp.com/album/42618-manchester-music-hall-lexington-ky
"4.25.18 | The Signal | Chattanooga, TN",https://papadosio.bandcamp.com/album/42518-the-signal-chattanooga-tn
"4.22.18 | Sweetwater 420 | Atlanta, GA",https://papadosio.bandcamp.com/album/42218-sweetwater-420-atlanta-ga
"4.21.18 | Tulane Crawfest | New Orleans, LA",https://papadosio.bandcamp.com/album/42118-tulane-crawfest-new-orleans-la
"4.20.18 | Backwoods Festival | Ozark, AR",https://papadosio.bandcamp.com/album/42018-backwoods-festival-ozark-ar
"4.19.18 | The Granada | Lawrence, KS",https://papadosio.bandcamp.com/album/41918-the-granada-lawrence-ks
"4.18.18 | Wooly's | Des Moines, IA",https://papadosio.bandcamp.com/album/41818-woolys-des-moines-ia
"4.14.18 | Skyway Theater | Minneapolis, MN",https://papadosio.bandcamp.com/album/41418-skyway-theater-minneapolis-mn
"4.13.18 | The Miramar Theatre | Milwaukee, WI",https://papadosio.bandcamp.com/album/41318-the-miramar-theatre-milwaukee-wi
"4.12.18 | The Canopy Club | Urbana, IL",https://papadosio.bandcamp.com/album/41218-the-canopy-club-urbana-il
"4.11.18 | Delmar Hall | St. Louis, MO",https://papadosio.bandcamp.com/album/41118-delmar-hall-st-louis-mo
"4.10.18 | Martin's | Jackson, MS",https://papadosio.bandcamp.com/album/41018-martins-jackson-ms
"4.7.18. The Orange Peel | Asheville, NC",https://papadosio.bandcamp.com/album/4718-the-orange-peel-asheville-nc
"4.6.18 | The Orange Peel | Asheville, NC",https://papadosio.bandcamp.com/album/4618-the-orange-peel-asheville-nc
"3.24.18 | The National | Richmond, VA",https://papadosio.bandcamp.com/album/32418-the-national-richmond-va
"3.23.18 | The Norva | Norfolk, VA",https://papadosio.bandcamp.com/album/32318-the-norva-norfolk-va
"3.17.18 | Elevation at the Intersection | Grand Rapids, MI",https://papadosio.bandcamp.com/album/31718-elevation-at-the-intersection-grand-rapids-mi
"3.16.18 | St. Andrews Hall | Detroit, MI",https://papadosio.bandcamp.com/album/31618-st-andrews-hall-detroit-mi
"2.17.18 | The Sinclair | Cambridge, MA",https://papadosio.bandcamp.com/album/21718-the-sinclair-cambridge-ma
"2.16.18 | The Sinclair | Cambridge, MA",https://papadosio.bandcamp.com/album/21618-the-sinclair-cambridge-ma
"2.15.18 | Westcott Theater | Syracuse, NY",https://papadosio.bandcamp.com/album/21518-westcott-theater-syracuse-ny
"2.14.18 | Higher Ground | Burlington, VT",https://papadosio.bandcamp.com/album/21418-higher-ground-burlington-vt
"2.13.18 | Port City Music Hall | Portland, ME",https://papadosio.bandcamp.com/album/21318-port-city-music-hall-portland-me
"2.11.18 | Toad's Place | New Haven, CT",https://papadosio.bandcamp.com/album/21118-toads-place-new-haven-ct
"2.10.18 | Brooklyn Bowl | Brooklyn, NY",https://papadosio.bandcamp.com/album/21018-brooklyn-bowl-brooklyn-ny
"2.9.18 | Brooklyn Bowl | Brooklyn, NY",https://papadosio.bandcamp.com/album/2918-brooklyn-bowl-brooklyn-ny
"2.8.18 | The Stone Pony | Asbury Park, NJ",https://papadosio.bandcamp.com/album/2818-the-stone-pony-asbury-park-nj
"2.7.18 | Theater of Living Arts | Philadelphia, PA",https://papadosio.bandcamp.com/album/2718-theater-of-living-arts-philadelphia-pa
"2.4.18 | Fractal Beach | Virginia Key Beach Park, FL",https://papadosio.bandcamp.com/album/2418-fractal-beach-virginia-key-beach-park-fl
"2.3.18 | Winter Werkout Night 2 | Columbus, OH",https://papadosio.bandcamp.com/album/2318-winter-werkout-night-2-columbus-oh
"2.2.18 | Winter Werkout Night 1 | Columbus, OH",https://papadosio.bandcamp.com/album/2218-winter-werkout-night-1-columbus-oh
"1.27.18 | Gem & Jam | Tucson, AZ",https://papadosio.bandcamp.com/album/12718-gem-jam-tucson-az
"12.31.17 | Marathon Music Works | Nashville, TN",https://papadosio.bandcamp.com/album/123117-marathon-music-works-nashville-tn
"12.30.17 | EXIT/IN | Nashville, TN",https://papadosio.bandcamp.com/album/123017-exit-in-nashville-tn
"12.16.17 | Concord Music Hall | Chicago,IL",https://papadosio.bandcamp.com/album/121617-concord-music-hall-chicago-il
"12.15.17 | Lincoln Hall | Chicago, IL",https://papadosio.bandcamp.com/album/121517-lincoln-hall-chicago-il
"10.25.17 | The State Room | Salt Lake City, UT",https://papadosio.bandcamp.com/album/102517-the-state-room-salt-lake-city-ut
"10.29.17 | The Aggie | Fort Collins, CO",https://papadosio.bandcamp.com/album/102917-the-aggie-fort-collins-co
"10.28.17 | Boulder Theater | Boulder, CO",https://papadosio.bandcamp.com/album/102817-boulder-theater-boulder-co
"10.27.17 | Boulder Theater | Boulder, CO",https://papadosio.bandcamp.com/album/102717-boulder-theater-boulder-co
"10.26.17 | The Belly Up | Aspen, CO",https://papadosio.bandcamp.com/album/102617-the-belly-up-aspen-co
"10.21.17 | Nectar Lounge | Seattle, WA",https://papadosio.bandcamp.com/album/102117-nectar-lounge-seattle-wa
"10.20.17 | HIFI Music Hall | Eugene, OR",https://papadosio.bandcamp.com/album/102017-hifi-music-hall-eugene-or
"10.19.17 | Star Theater | Portland, OR",https://papadosio.bandcamp.com/album/101917-star-theater-portland-or
"10.18.17 | The Domino Room | Bend, OR",https://papadosio.bandcamp.com/album/101817-the-domino-room-bend-or
"10.15.17 | The Armory | Ashland, OR",https://papadosio.bandcamp.com/album/101517-the-armory-ashland-or
"10.14.17 | The Arcata Theatre | Arcata, CA",https://papadosio.bandcamp.com/album/101417-the-arcata-theatre-arcata-ca
"10.12.17 | The Music Box | San Diego, CA",https://papadosio.bandcamp.com/album/101217-the-music-box-san-diego-ca
"10.11.17 | The Marquee | Tempe, AZ",https://papadosio.bandcamp.com/album/101117-the-marquee-tempe-az
"10.7.17 | George's Majestic | Fayetteville, AR",https://papadosio.bandcamp.com/album/10717-georges-majestic-fayetteville-ar
"10.6.17 | The Granada | Dallas, TX",https://papadosio.bandcamp.com/album/10617-the-granada-dallas-tx
"10.5.17 | The Mohawk | Austin, TX",https://papadosio.bandcamp.com/album/10517-the-mohawk-austin-tx
"10.3.17 | The Varsity Theatre | Baton Rouge, LA",https://papadosio.bandcamp.com/album/10317-the-varsity-theatre-baton-rouge-la
"10.1.17 | Tenn Nightclub | Tallahassee, FL",https://papadosio.bandcamp.com/album/10117-tenn-nightclub-tallahassee-fl
"10.4.17 | Last Concert Cafe | Houston, TX",https://papadosio.bandcamp.com/album/10417-last-concert-cafe-houston-tx
"9.30.17 | The State Theater | St. Petersburg, FL",https://papadosio.bandcamp.com/album/93017-the-state-theater-st-petersburg-fl
"9.29.17 | The Culture Room | Fort Lauderdale, FL",https://papadosio.bandcamp.com/album/92917-the-culture-room-fort-lauderdale-fl
"9.28.17 | The Plaza Live | Orlando, FL",https://papadosio.bandcamp.com/album/92817-the-plaza-live-orlando-fl
"9.27.17 | The High Dive | Gainesville, FL",https://papadosio.bandcamp.com/album/92717-the-high-dive-gainesville-fl
9.23.17 | Resonance Festival | Electric Set,https://papadosio.bandcamp.com/album/92317-resonance-festival-electric-set
9.23.17 | Resonance Festival | Acoustic Set,https://papadosio.bandcamp.com/album/92317-resonance-festival-acoustic-set
"9.22.17 | Resonance Festival | Thornville, OH",https://papadosio.bandcamp.com/album/92217-resonance-festival-thornville-oh
"9.21.17 | Resonance Festival | Thornville, OH",https://papadosio.bandcamp.com/album/92117-resonance-festival-thornville-oh
"8.26.17 | Night Lights Festival | Sherman, NY",https://papadosio.bandcamp.com/album/82617-night-lights-festival-sherman-ny
"8.19.17 | Global Eclipse Gathering | Big Summit Prairie, OR",https://papadosio.bandcamp.com/album/81917-global-eclipse-gathering-big-summit-prairie-or
"8.12.17 | Peach Music Festival | Scranton, PA",https://papadosio.bandcamp.com/album/81217-peach-music-festival-scranton-pa
"8.11.17 | Wild Woods Festival | Croydon, NH",https://papadosio.bandcamp.com/album/81117-wild-woods-festival-croydon-nh
"7.15.17 | Summer Seequence | Black Mountain, NC",https://papadosio.bandcamp.com/album/71517-summer-seequence-black-mountain-nc
"6.29.17 | Electric Forest Festival | Rothbury, MI",https://papadosio.bandcamp.com/album/62917-electric-forest-festival-rothbury-mi-2
"6.25.17 | Electric Forest Festival | Rothbury, MI",https://papadosio.bandcamp.com/album/62517-electric-forest-festival-rothbury-mi
"6.18.17 | Sonic Bloom | Rye, CO",https://papadosio.bandcamp.com/album/61817-sonic-bloom-rye-co
"6.16.17 | The Mad Tea Party Jam | Artemas, PA",https://papadosio.bandcamp.com/album/61617-the-mad-tea-party-jam-artemas-pa
"6.15.17 | The Mad Tea Party Jam | Artemas, PA",https://papadosio.bandcamp.com/album/61517-the-mad-tea-party-jam-artemas-pa
"5.6.17 | Red Rocks Amphitheater | Morrison, CO",https://papadosio.bandcamp.com/album/5617-red-rocks-amphitheater-morrison-co
"4.29.17 | Resonance Reconstructed | Covington, KY",https://papadosio.bandcamp.com/album/42917-resonance-reconstructed-covington-ky
"4.28.17 | Resonance Reconstructed | Covington, KY",https://papadosio.bandcamp.com/album/42817-resonance-reconstructed-covington-ky
"4.21.17 | Wanee Festival | Live Oak, FL",https://papadosio.bandcamp.com/album/42117-wanee-festival-live-oak-fl
"4.19.17 | Bicycle Day | San Francisco, CA",https://papadosio.bandcamp.com/album/41917-bicycle-day-san-francisco-ca
"4.8.17 | Euphoria Music Festival | Austin, TX",https://papadosio.bandcamp.com/album/4817-euphoria-music-festival-austin-tx
"4.7.17 | Tipitina's | New Orleans, LA",https://papadosio.bandcamp.com/album/4717-tipitinas-new-orleans-la
"4.6.17 | Martin's | Jackson, MS",https://papadosio.bandcamp.com/album/4617-martins-jackson-ms
"4.5.17 | Workplay Theater | Birmingham, AL",https://papadosio.bandcamp.com/album/4517-workplay-theater-birmingham-al
"4.2.17 | The Boathouse | Myrtle Beach, SC",https://papadosio.bandcamp.com/album/4217-the-boathouse-myrtle-beach-sc
"4.1.17 | Light City Baltimore | Baltimore, MD",https://papadosio.bandcamp.com/album/4117-light-city-baltimore-baltimore-md
"3.12.17 | The Majestic | Madison, WI",https://papadosio.bandcamp.com/album/31217-the-majestic-madison-wi
"3.11.17 | The Miramar Theatre | Milwaukee, WI",https://papadosio.bandcamp.com/album/31117-the-miramar-theatre-milwaukee-wi
"3.10.17 | Skyway Theatre | Minneapolis, MN",https://papadosio.bandcamp.com/album/31017-skyway-theatre-minneapolis-mn
"3.9.17 | Gabes | Iowa City, IA",https://papadosio.bandcamp.com/album/3917-gabes-iowa-city-ia
"3.8.17 | The Granada | Lawrence, KS",https://papadosio.bandcamp.com/album/3817-the-granada-lawrence-ks
"3.7.17 | George's Majestic | Fayetteville, AR",https://papadosio.bandcamp.com/album/3717-georges-majestic-fayetteville-ar
"3.5.17 | 2720 Cherokee | St. Louis, MO",https://papadosio.bandcamp.com/album/3517-2720-cherokee-st-louis-mo
"3.4.17 | Canopy Club | Urbana, IL",https://papadosio.bandcamp.com/album/3417-canopy-club-urbana-il
"3.3.17 | The Vogue | Indianapolis, IN",https://papadosio.bandcamp.com/album/3317-the-vogue-indianapolis-in
"3.2.17 | Headliners Music Hall | Louisville, KY",https://papadosio.bandcamp.com/album/3217-headliners-music-hall-louisville-ky
"2.18.17 | Variety Playhouse | Atlanta, GA",https://papadosio.bandcamp.com/album/21817-variety-playhouse-atlanta-ga
"2.17.17 | Variety Playhouse | Atlanta, GA",https://papadosio.bandcamp.com/album/21717-variety-playhouse-atlanta-ga
"2.16.17 | Cox Capital Theatre | Macon, GA",https://papadosio.bandcamp.com/album/21617-cox-capital-theatre-macon-ga
"2.11.17 | Cosmic Charlie's | Lexington, KY",https://papadosio.bandcamp.com/album/21117-cosmic-charlies-lexington-ky-2
"2.10.17 | The International | Knoxville, TN",https://papadosio.bandcamp.com/album/21017-the-international-knoxville-tn
"2.9.17 | Jefferson Theatre | Charlottesville, VA",https://papadosio.bandcamp.com/album/2917-jefferson-theatre-charlottesville-va
"2.8.17 | Cats Cradle | Carrboro, NC",https://papadosio.bandcamp.com/album/2817-cats-cradle-carrboro-nc
"2.4.17 | Mercy Lounge | Nashville, TN",https://papadosio.bandcamp.com/album/2417-mercy-lounge-nashville-tn
"2.3.17 | Revelry Room | Chattanooga, TN",https://papadosio.bandcamp.com/album/2317-revelry-room-chattanooga-tn
"2.2.17 | The Underground | Charlotte, NC",https://papadosio.bandcamp.com/album/2217-the-underground-charlotte-nc
"12.30.16 | The Orange Peel | Asheville, NC",https://papadosio.bandcamp.com/album/123016-the-orange-peel-asheville-nc
"Earth Night 2016 - Acoustic Set - Columbus, OH",https://papadosio.bandcamp.com/album/earth-night-2016-acoustic-set-columbus-oh
"Earth Night 2016 - Live PA Set - Columbus, OH",https://papadosio.bandcamp.com/album/earth-night-2016-live-pa-set-columbus-oh
"Earth Night 2016 - 12.10.16 - Denver, CO",https://papadosio.bandcamp.com/album/earth-night-2016-121016-denver-co
"Earth Night 2016 - Live PA - Denver, CO",https://papadosio.bandcamp.com/album/earth-night-2016-live-pa-denver-co
"Pattern Integrities Tour - Cincinnati, OH",https://papadosio.bandcamp.com/album/pattern-integrities-tour-cincinnati-oh
"Pattern Integrities Tour - Cleveland, OH",https://papadosio.bandcamp.com/album/pattern-integrities-tour-cleveland-oh
"Pattern Integrities Tour - Vol. 15 - Brooklyn, NY",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-15-brooklyn-ny
"Pattern Integrities Tour - Vol. 16 - Brooklyn, NY",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-16-brooklyn-ny
"Pattern Integrities Tour - Vol. 14 - Washington, DC",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-14-washington-dc
"Pattern Integrities Tour - Vol. 13 - Washington, DC",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-13-washington-dc
"Pattern Integrities Tour - Vol. 12 - Raleigh, NC",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-12-raleigh-nc
"Pattern Integrities Tour - Vol. 11 - Wilmington, NC",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-11-wilmington-nc
"Pattern Integrities Tour - Vol. 10 - Detroit, MI",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-10-detroit-mi
"Pattern Integrities Tour - Vol. 9 - Chicago, IL",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-9-chicago-il
"Pattern Integrities Tour - Vol. 8 - Chicago, IL",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-8-chicago-il
"Pattern Integrities Tour - Vol. 7 - Kalamazoo, MI",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-7-kalamazoo-mi
"Pattern Integrities Tour - Vol. 6 - Morgantown, WV",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-6-morgantown-wv
"Pattern Integrities Tour - Vol. 5 - Pittsburgh, PA",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-5-pittsburgh-pa
"Pattern Integrities Tour - Vol. 4 - Burlington, VT",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-4-burlington-vt
"Pattern Integrities Tour - Vol. 3 - Cambridge, MA",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-3-cambridge-ma
"Pattern Integrities Tour - Vol. 2 - Cambridge, MA",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-2-cambridge-ma
"Pattern Integrities Tour - Vol.1 - Philadelphia, PA",https://papadosio.bandcamp.com/album/pattern-integrities-tour-vol-1-philadelphia-pa
"Live at Resonance 2016 - 9.24 - Thornville, OH",https://papadosio.bandcamp.com/album/live-at-resonance-2016-924-thornville-oh
"Live at Resonance 2016 - 9.23 - Thornville, OH",https://papadosio.bandcamp.com/album/live-at-resonance-2016-923-thornville-oh
"Live from Imagine 2016 - Hampton, GA",https://papadosio.bandcamp.com/album/live-from-imagine-2016-hampton-ga
"Kosmos Music Festival - 8.26.16 - St. Charles, IA",https://papadosio.bandcamp.com/album/kosmos-music-festival-82616-st-charles-ia
Live from Arise 2016,https://papadosio.bandcamp.com/album/live-from-arise-2016
"New Mountain Amphitheater - 7.29.16 - Asheville, NC",https://papadosio.bandcamp.com/album/new-mountain-amphitheater-72916-asheville-nc
Live at Highberry 2016,https://papadosio.bandcamp.com/album/live-at-highberry-2016
Live at Camp Bisco 2016,https://papadosio.bandcamp.com/album/live-at-camp-bisco-2016
"Merryland Kick Off - Baltimore, MD",https://papadosio.bandcamp.com/album/merryland-kick-off-baltimore-md
Live at the Mad Tea Party Jam 2016,https://papadosio.bandcamp.com/album/live-at-the-mad-tea-party-jam-2016
"Live From Purple Hatters Ball - Suwannee, FL",https://papadosio.bandcamp.com/album/live-from-purple-hatters-ball-suwannee-fl
Live at Electric Forest 2016,https://papadosio.bandcamp.com/album/live-at-electric-forest-2016
Live from That Tent - Bonnaroo 2016,https://papadosio.bandcamp.com/album/live-from-that-tent-bonnaroo-2016
"Live from the Parish 2016 - Austin, TX",https://papadosio.bandcamp.com/album/live-from-the-parish-2016-austin-tx
Paradise 2016,https://papadosio.bandcamp.com/album/paradise-2016
"5.7.16 - Red Rocks Amphitheatre - Morrison, CO",https://papadosio.bandcamp.com/album/5716-red-rocks-amphitheatre-morrison-co
"#extrasinamovie | 11.13.15 | New York, NY",https://papadosio.bandcamp.com/album/extrasinamovie-111315-new-york-ny
"Papados10 Year Anniversary | 4.2.16 | Covington, KY",https://papadosio.bandcamp.com/album/papados10-year-anniversary-4216-covington-ky
"#extrasinamovie | 3.25.16 | Charlotte, NC",https://papadosio.bandcamp.com/album/extrasinamovie-32516-charlotte-nc
"#extrasinamovie | 3.11.16 | Houston, TX",https://papadosio.bandcamp.com/album/extrasinamovie-31116-houston-tx
"#extrasinamovie | 3.10.16 | Dallas, TX",https://papadosio.bandcamp.com/album/extrasinamovie-31016-dallas-tx
"#extrasinamovie | 3.9.16 | Tulsa, OK",https://papadosio.bandcamp.com/album/extrasinamovie-3916-tulsa-ok
"#extrasinamovie | 3.8.16 | Albuquerque, NM",https://papadosio.bandcamp.com/album/extrasinamovie-3816-albuquerque-nm
"#extrasinamovie | 3.6.16 | Tempe, AZ",https://papadosio.bandcamp.com/album/extrasinamovie-3616-tempe-az
"#extrasinamovie | 3.4.16 | Los Angeles, CA",https://papadosio.bandcamp.com/album/extrasinamovie-3416-los-angeles-ca
"#extrasinamovie | 3.3.16 | San Francisco, CA",https://papadosio.bandcamp.com/album/extrasinamovie-3316-san-francisco-ca
"#extrasinamovie | 3.2.16 | Crystal Bay, NV",https://papadosio.bandcamp.com/album/extrasinamovie-3216-crystal-bay-nv
"#extrasinamovie | 2.18.16 | Louisville, KY",https://papadosio.bandcamp.com/album/extrasinamovie-21816-louisville-ky
"#extrasinamovie | 2.28.16 | Eugene, OR",https://papadosio.bandcamp.com/album/extrasinamovie-22816-eugene-or
"#extrasinamovie | 2.26.16 | Portland, OR",https://papadosio.bandcamp.com/album/extrasinamovie-22616-portland-or
"#extrasinamovie | 2.24.16 | Bozeman, MT",https://papadosio.bandcamp.com/album/extrasinamovie-22416-bozeman-mt
"#extrasinamovie | 2.23.16 | Jackson, WY",https://papadosio.bandcamp.com/album/extrasinamovie-22316-jackson-wy
"#extrasinamovie | 2.21.16 | Omaha, NE",https://papadosio.bandcamp.com/album/extrasinamovie-22116-omaha-ne
"#extrasinamovie | 2.20.16 | Columbia, MO",https://papadosio.bandcamp.com/album/extrasinamovie-22016-columbia-mo
"#extrasinamovie | 2.19.16 | Indianapolis, IN",https://papadosio.bandcamp.com/album/extrasinamovie-21916-indianapolis-in
"#extrasinamovie | 2.17.16 | Chattanooga, TN",https://papadosio.bandcamp.com/album/extrasinamovie-21716-chattanooga-tn
"#extrasinamovie | 1.31.16 | Charleston, SC",https://papadosio.bandcamp.com/album/extrasinamovie-13116-charleston-sc
"#extrasinamovie | 1.29.16 | Ft. Lauderdale, FL",https://papadosio.bandcamp.com/album/extrasinamovie-12916-ft-lauderdale-fl
"#extrasinamovie | 1.28.16 | St. Petersburg, FL",https://papadosio.bandcamp.com/album/extrasinamovie-12816-st-petersburg-fl
"#extrasinamovie | 1.27.16 | Orlando, FL",https://papadosio.bandcamp.com/album/extrasinamovie-12716-orlando-fl
"#extrasinamovie | 1.26.16 | Tallahassee, FL",https://papadosio.bandcamp.com/album/extrasinamovie-12616-tallahassee-fl
"#extrasinamovie | 1.23.16 | Knoxville, TN",https://papadosio.bandcamp.com/album/extrasinamovie-12316-knoxville-tn
"#extrasinamovie | 1.21.16 | Nashville, TN",https://papadosio.bandcamp.com/album/extrasinamovie-12116-nashville-tn
"#extrasinamovie | 1.20.16 | Raleigh, NC | The Ritz",https://papadosio.bandcamp.com/album/extrasinamovie-12016-raleigh-nc-the-ritz
"Baltimore Soundstage | 1.2.16 | Baltimore, MD",https://papadosio.bandcamp.com/album/baltimore-soundstage-1216-baltimore-md
"The Fillmore | 12.31.15 | Silver Springs, MD",https://papadosio.bandcamp.com/album/the-fillmore-123115-silver-springs-md
Earth Night V: ATL | 12.19.15 | The Tabernacle,https://papadosio.bandcamp.com/album/earth-night-v-atl-121915-the-tabernacle
Earth Night V | 12.18.15 | Terminal West,https://papadosio.bandcamp.com/album/earth-night-v-121815-terminal-west
"Dominican Holidaze | 12.3.15 | Punta Cana, DR",https://papadosio.bandcamp.com/album/dominican-holidaze-12315-punta-cana-dr
"Bogart's | 11.27.15 | Cincinnati, OH",https://papadosio.bandcamp.com/album/bogarts-112715-cincinnati-oh
"House of Blues | 11.25.15 | Cleveland, OH",https://papadosio.bandcamp.com/album/house-of-blues-112515-cleveland-oh
"Mr Smalls | 11.21.15 | Millvale, PA",https://papadosio.bandcamp.com/album/mr-smalls-112115-millvale-pa
"Town Ballroom | 11.20.15 | Buffalo, NY",https://papadosio.bandcamp.com/album/town-ballroom-112015-buffalo-ny
"Higher Ground | 11.15.15 | Burlington, VT",https://papadosio.bandcamp.com/album/higher-ground-111515-burlington-vt
"Paradise Rock Club | 11.14.15 | Boston, MA",https://papadosio.bandcamp.com/album/paradise-rock-club-111415-boston-ma
"Fillmore | 11.12.15 | Philadelphia, PA",https://papadosio.bandcamp.com/album/fillmore-111215-philadelphia-pa
"Tally Ho | 11.11.15 | Leesburg, VA",https://papadosio.bandcamp.com/album/tally-ho-111115-leesburg-va
"Jefferson Theater | 11.10.15 | Charlottesville, VA",https://papadosio.bandcamp.com/album/jefferson-theater-111015-charlottesville-va
"The National | 11.7.15 | Richmond, VA",https://papadosio.bandcamp.com/album/the-national-11715-richmond-va
"The Norva | 11.6.15 | Norfolk, VA",https://papadosio.bandcamp.com/album/the-norva-11615-norfolk-va
"Ziggys by the Sea | 11.5.15 | Wilmington, NC",https://papadosio.bandcamp.com/album/ziggys-by-the-sea-11515-wilmington-nc
"Cone Denim Entertainment Center | 11​.​4​.​15 | Greensboro, NC",https://papadosio.bandcamp.com/album/cone-denim-entertainment-center-11-4-15-greensboro-nc
"The Orange Peel | 10.31.15 | Asheville, NC",https://papadosio.bandcamp.com/album/the-orange-peel-103115-asheville-nc
"Hulaween | 10.30.15 | Live Oak, FL",https://papadosio.bandcamp.com/album/hulaween-103015-live-oak-fl
"House of Blues | 10​​​.​​​24​​​.​​​15 | New Orleans, LA",https://papadosio.bandcamp.com/album/house-of-blues-10-24-15-new-orleans-la
"Workplay Theatre | 10.23.15 | Birmingham, AL",https://papadosio.bandcamp.com/album/workplay-theatre-102315-birmingham-al
"Georgia Theatre | 10.22.15 | Athens, GA",https://papadosio.bandcamp.com/album/georgia-theatre-102215-athens-ga
"Soul Kitchen | 10​​.​​21​​.​​15 | Mobile, AL",https://papadosio.bandcamp.com/album/soul-kitchen-10-21-15-mobile-al
"The Lyric | 10​.​20​.​15 | Oxford, MS",https://papadosio.bandcamp.com/album/the-lyric-10-20-15-oxford-ms
"House of Blues | 10​​​.​​​9​​​.​​​15 | Chicago, IL",https://papadosio.bandcamp.com/album/house-of-blues-10-9-15-chicago-il-2
"The Rave | 10.8.15 | Milwaukee, WI",https://papadosio.bandcamp.com/album/the-rave-10815-milwaukee-wi
"The Majestic | 10.6.15 | Madison, WI",https://papadosio.bandcamp.com/album/the-majestic-10615-madison-wi
"Boulder Theater | 10.3.15 | Boulder, CO",https://papadosio.bandcamp.com/album/boulder-theater-10315-boulder-co
"Boulder Theater | 10.2.15 | Boulder, CO",https://papadosio.bandcamp.com/album/boulder-theater-10215-boulder-co
"The Granada Theater | 10.1.15 | Lawrence, KS",https://papadosio.bandcamp.com/album/the-granada-theater-10115-lawrence-ks-2
"The Pageant | 9.30.15 | St. Louis, MO",https://papadosio.bandcamp.com/album/the-pageant-93015-st-louis-mo-3
"Canopy Club | 9.29.15 | Urbana, IL",https://papadosio.bandcamp.com/album/canopy-club-92915-urbana-il
"Resonance Music Festival | 9.26.15 | OH, USA",https://papadosio.bandcamp.com/album/resonance-music-festival-92615-oh-usa
"Resonance Music Festival | 9.25.15 | OH, USA",https://papadosio.bandcamp.com/album/resonance-music-festival-92515-oh-usa
